;sum_click;code_module;code_presentation;gender;region;highest_education;age_band;studied_credits
13493;719;4;3;2;6;2;2;60
13495;437;4;2;2;5;3;2;60
13496;349;4;3;2;7;2;1;60
13497;1008;6;2;2;3;3;2;120
13498;468;6;2;2;8;2;1;60
13499;1145;6;2;2;7;2;1;120
13501;239;7;2;1;10;3;2;90
13503;130;7;2;2;12;4;1;30
13504;172;7;2;1;13;3;2;30
13509;416;5;2;2;10;3;1;60
13511;602;5;2;2;2;2;1;60
13515;343;5;3;2;7;3;1;30
13516;821;6;2;2;8;4;1;90
13519;935;3;3;2;2;4;1;90
13520;935;5;2;2;2;4;1;90
13521;317;4;2;2;5;2;1;120
13522;1147;3;4;2;3;3;2;60
13523;1147;4;2;2;3;3;2;60
13524;734;6;4;2;1;2;1;120
13526;449;2;2;1;10;4;2;120
13527;273;2;4;2;2;4;2;60
13529;294;2;2;1;5;3;1;60
13530;535;4;2;2;1;2;1;60
13532;245;2;2;1;6;2;1;60
13539;1019;4;2;1;13;3;1;90
13542;109;7;2;1;4;4;1;30
13545;134;2;2;1;11;3;2;60
13546;450;2;3;1;1;2;1;120
13547;281;7;2;1;3;3;2;30
13549;759;6;3;2;12;2;1;120
13550;301;4;2;1;13;3;1;120
13551;350;5;3;2;4;3;1;30
13552;416;3;4;1;4;3;1;60
13553;416;6;2;1;4;3;1;60
13554;754;6;2;2;1;3;1;120
13555;591;6;2;1;12;3;1;90
13557;612;6;2;2;10;2;1;120
13560;214;4;4;2;7;4;2;60
13561;729;6;2;2;3;3;1;90
13564;450;6;2;1;2;4;1;90
13565;133;2;2;1;12;3;1;60
13566;480;7;2;1;13;2;2;30
13571;477;2;2;1;9;2;2;60
13572;452;2;2;1;9;2;2;60
13573;1027;2;2;1;9;2;2;60
13578;62;7;2;1;10;2;1;30
13580;354;3;3;1;8;3;2;30
13585;485;4;2;2;3;3;1;60
13589;640;4;2;1;4;3;1;90
13590;672;6;2;2;3;3;1;120
13592;165;7;2;1;11;2;1;30
13593;91;2;3;1;5;3;1;90
13594;273;2;2;2;4;4;1;60
13599;249;5;2;2;7;4;1;60
13600;250;2;2;2;2;3;2;60
13602;943;6;2;2;9;2;1;60
13607;1585;6;3;2;7;2;2;120
13611;1006;5;2;2;2;4;2;90
13613;500;6;2;2;3;2;1;90
13615;494;6;2;1;2;3;1;60
13616;317;6;4;2;7;4;1;120
13618;93;7;2;1;3;3;2;30
13620;1829;4;2;1;8;2;1;150
13621;104;2;3;1;6;2;1;60
13622;452;3;3;2;1;3;2;60
13623;161;5;2;2;8;4;1;30
13625;113;2;2;1;5;3;1;60
13626;88;2;2;1;10;2;1;60
13632;306;3;3;2;2;4;2;30
13634;352;6;2;1;11;2;1;60
13636;662;4;3;2;1;3;1;60
13637;189;7;2;2;5;2;2;30
13639;945;7;2;1;10;3;2;30
13641;120;2;2;1;6;4;1;60
13643;250;2;2;1;6;2;1;60
13646;707;4;4;1;11;2;2;60
13650;139;7;3;1;5;3;1;30
13652;199;2;2;2;3;3;1;120
13653;108;7;2;1;8;3;2;30
13655;337;6;2;1;7;2;1;120
13661;1060;3;3;2;10;3;1;60
13662;1060;5;2;2;10;3;1;60
13663;86;2;2;1;9;2;1;60
13665;297;3;4;2;1;3;1;60
13668;414;4;4;2;2;4;1;90
13670;534;5;2;2;5;4;1;60
13672;922;2;2;1;2;2;2;60
13673;248;5;2;2;12;3;1;60
13675;224;5;2;2;12;4;1;60
13676;540;5;2;2;1;3;1;60
13677;908;5;2;2;8;3;1;60
13678;508;4;2;1;7;2;1;60
13680;877;6;2;2;12;3;1;120
13681;492;4;4;2;7;2;1;60
13685;358;4;2;1;6;3;1;60
13686;284;4;3;2;5;2;1;60
13688;134;2;2;1;1;2;1;90
13691;191;7;2;2;7;2;1;30
13692;378;4;2;1;4;3;1;60
13695;331;5;2;2;1;2;1;60
13696;500;6;2;2;7;3;2;60
13699;170;4;3;1;13;2;1;120
13700;244;2;2;1;2;4;2;60
13701;242;6;2;2;4;2;2;90
13702;932;6;2;1;6;3;1;60
13703;145;7;2;1;1;2;1;30
13704;504;2;4;2;13;2;2;60
13706;84;2;2;1;12;4;1;60
13708;1376;6;2;1;10;2;1;60
13709;638;6;2;1;1;3;1;60
13710;236;4;4;2;1;4;2;60
13712;545;3;4;2;5;3;1;60
13713;545;4;3;2;5;3;1;60
13716;120;7;2;2;10;2;1;30
13717;1013;6;2;2;2;3;1;60
13720;857;6;4;2;8;2;1;60
13721;582;4;2;1;8;3;1;60
13724;142;7;2;1;5;3;1;30
13731;361;5;2;2;6;2;1;60
13733;832;6;2;2;8;3;2;90
13735;370;6;3;2;6;4;1;60
13736;687;3;4;1;2;4;2;60
13737;336;2;4;1;11;3;2;60
13739;433;5;2;2;4;3;1;60
13740;320;5;4;2;6;3;1;60
13741;151;7;2;1;4;3;2;30
13742;920;6;2;2;2;4;1;90
13743;238;6;2;2;1;3;1;120
13744;658;5;3;2;8;4;1;30
13752;435;6;2;2;11;3;1;150
13753;124;7;2;2;13;2;1;30
13755;1192;4;2;2;8;3;1;60
13758;832;6;2;2;7;2;1;120
13762;176;7;2;1;13;3;1;30
13764;495;5;2;2;5;2;1;60
13765;340;5;4;2;8;4;1;60
13766;436;6;2;2;7;4;1;60
13767;1791;6;3;2;5;2;1;90
13769;1611;4;2;1;1;4;1;60
13771;767;6;3;1;2;4;1;60
13772;515;2;4;1;13;3;1;60
13776;913;3;3;1;12;2;1;90
13777;913;4;2;1;12;2;1;90
13778;113;3;3;1;12;3;2;90
13781;614;6;2;2;8;3;2;90
13782;509;3;4;1;2;2;1;60
13784;783;2;3;1;3;3;2;60
13787;203;2;2;1;1;2;1;60
13789;539;4;2;2;4;4;1;60
13790;47;2;2;1;12;2;2;60
13791;422;2;2;1;6;4;1;120
13792;148;2;2;1;6;4;2;120
13793;205;7;2;1;13;2;2;30
13794;643;3;4;2;2;4;1;60
13795;643;4;2;2;2;4;1;60
13796;136;2;4;1;6;3;2;60
13797;102;7;2;1;4;2;1;30
13798;554;6;2;2;9;2;1;120
13801;324;5;4;2;1;3;1;120
13803;98;2;3;1;8;2;1;120
13806;52;2;2;1;4;3;1;60
13807;168;3;4;2;8;3;1;60
13809;874;6;2;2;2;2;1;60
13810;439;6;3;2;9;2;1;60
13811;205;7;2;1;13;3;2;30
13812;373;2;2;1;6;4;2;60
13813;582;6;2;2;13;2;1;90
13815;139;2;4;1;1;2;1;60
13817;177;2;2;1;2;3;2;120
13821;182;5;2;2;5;2;1;60
13822;1250;4;4;1;8;3;2;60
13823;91;7;2;1;8;3;1;30
13824;979;6;2;2;2;4;1;60
13828;60;2;2;1;11;3;1;60
13829;1083;6;2;2;7;3;1;60
13832;550;4;4;2;7;3;1;120
13833;473;5;2;2;10;3;1;60
13835;823;3;4;1;4;3;1;60
13836;823;4;2;1;4;3;1;60
13837;639;6;2;2;2;3;1;60
13838;92;7;2;1;13;2;2;30
13839;314;6;2;2;7;2;1;60
13842;637;6;2;2;11;2;1;60
13843;168;2;2;1;2;2;2;60
13844;310;4;4;2;3;2;1;60
13847;201;4;2;2;11;3;1;60
13848;606;6;2;2;13;2;1;120
13849;287;2;2;1;8;3;1;120
13850;348;2;2;1;1;3;2;120
13851;486;5;2;2;9;2;2;60
13853;679;3;3;2;1;4;1;60
13854;679;5;2;2;1;4;1;60
13860;549;3;4;2;12;3;1;30
13861;549;5;2;2;12;3;1;30
13862;330;4;2;1;4;4;1;60
13863;829;3;4;2;2;3;1;90
13864;829;6;2;2;2;3;1;60
13865;184;5;3;2;13;4;2;60
13866;916;6;3;2;11;3;1;60
13871;399;6;2;2;11;3;1;60
13872;151;7;2;1;1;3;1;30
13873;653;2;4;1;4;2;2;120
13875;715;6;2;2;13;3;1;90
13876;798;6;2;2;1;2;1;60
13877;421;2;2;1;10;2;2;60
13878;497;6;2;2;1;3;1;60
13879;734;3;4;1;13;3;1;60
13880;127;2;2;1;1;3;1;120
13882;1106;5;2;2;3;3;1;60
13883;880;6;4;2;2;4;1;60
13884;1211;6;2;2;8;3;1;60
13885;322;2;2;1;8;4;2;60
13888;177;7;2;1;1;2;2;30
13889;672;4;3;1;8;2;1;120
13894;354;2;4;2;2;3;1;60
13895;677;6;2;2;5;3;1;60
13898;37;2;4;1;13;3;1;60
13899;170;2;3;1;4;3;1;60
13900;89;7;2;1;5;2;1;30
13905;659;6;2;2;2;3;1;60
13908;573;5;3;2;10;3;1;60
13909;110;1;4;1;2;4;1;90
13912;380;3;3;2;8;4;1;60
13915;91;2;2;1;9;2;1;60
13917;219;2;2;1;12;2;2;60
13918;222;7;2;2;13;2;2;30
13919;339;7;2;1;10;3;1;30
13920;240;2;4;1;11;2;1;180
13921;240;7;3;1;11;2;1;90
13924;245;4;4;2;8;2;1;60
13927;273;5;2;2;7;3;1;60
13928;642;4;2;2;3;3;1;120
13929;1098;3;4;1;2;3;1;120
13930;1098;5;4;1;2;3;1;120
13931;167;7;2;2;4;3;1;30
13932;487;4;2;1;8;3;1;120
13936;153;7;2;1;12;2;2;30
13937;124;2;3;1;10;2;1;120
13938;374;7;2;2;8;3;2;30
13939;124;2;2;1;1;3;2;60
13942;168;2;2;1;4;4;1;120
13944;58;2;2;1;9;2;1;60
13945;716;4;2;2;13;3;1;60
13948;782;5;3;2;8;4;2;30
13949;723;6;3;2;7;3;1;60
13950;489;6;2;2;11;3;1;120
13951;348;2;2;1;5;3;1;60
13952;160;2;2;1;9;3;1;60
13953;1157;2;2;1;10;2;1;60
13954;222;2;2;1;9;2;2;60
13955;168;7;2;1;8;2;2;30
13958;316;2;2;1;5;2;1;60
13961;405;5;3;2;13;2;2;30
13962;755;4;2;1;13;4;1;60
13963;633;2;2;1;3;3;2;60
13966;889;2;2;1;5;3;1;120
13967;429;4;2;2;3;4;1;60
13969;111;7;2;1;11;3;1;30
13971;666;6;3;2;1;3;1;60
13972;230;2;2;1;1;2;1;60
13973;363;2;4;1;8;3;1;60
13974;331;5;2;1;7;4;1;30
13976;287;6;2;2;1;3;1;60
13978;426;5;2;2;8;3;1;60
13981;176;7;2;2;3;3;2;30
13982;360;6;2;2;13;3;1;150
13985;1263;6;2;2;7;2;2;120
13986;183;7;2;1;12;1;1;30
13987;227;4;4;2;8;2;1;60
13988;157;7;3;2;5;1;1;30
13990;950;3;3;2;2;2;1;60
13991;950;5;2;2;2;2;1;60
13995;195;7;2;1;11;3;1;30
13996;206;2;2;1;12;3;1;60
13998;107;2;2;1;7;3;1;120
14001;479;6;4;2;2;4;2;60
14002;309;3;3;2;11;2;1;120
14003;309;5;3;2;11;2;1;120
14011;250;4;2;2;4;3;1;90
14013;302;6;2;2;1;3;1;120
14014;299;6;2;2;2;3;1;60
14020;639;5;2;2;1;3;2;60
14023;1467;6;3;2;13;1;2;90
14024;886;6;2;1;2;4;2;60
14025;188;4;4;2;3;2;1;60
14026;154;7;2;1;1;2;1;30
14027;289;3;3;2;8;3;1;90
14028;289;4;2;2;8;3;1;90
14029;319;2;4;1;1;3;2;60
14031;285;6;2;2;11;3;1;150
14033;273;6;2;2;1;3;1;120
14034;896;6;2;2;13;3;2;60
14035;246;5;3;2;12;2;1;60
14036;558;6;2;2;5;2;1;120
14040;409;4;2;1;11;3;1;90
14042;1071;6;2;1;10;4;1;120
14044;148;7;3;1;1;2;1;30
14045;387;4;3;1;10;3;1;60
14047;538;5;2;2;8;2;1;60
14050;265;2;2;1;9;3;1;60
14051;436;2;2;1;2;4;2;60
14053;265;2;2;1;8;3;1;60
14056;308;7;2;2;1;3;1;30
14057;111;2;2;1;9;3;2;60
14059;438;2;2;1;9;2;1;60
14062;601;2;4;1;13;2;2;60
14066;811;2;2;1;9;2;2;60
14068;102;7;2;2;8;3;1;30
14069;153;2;2;1;9;2;1;60
14070;741;2;4;1;1;2;2;120
14072;205;3;3;1;2;4;1;60
14074;242;2;2;1;5;3;1;60
14075;467;6;2;2;13;3;1;120
14076;190;7;2;1;5;3;2;30
14077;885;6;2;2;7;4;1;60
14078;406;2;4;1;10;3;1;60
14079;383;6;2;2;2;2;1;60
14081;277;7;2;1;7;3;2;30
14082;121;2;4;1;5;3;1;180
14084;156;2;2;1;5;2;1;60
14086;489;3;4;2;4;2;1;30
14087;489;5;2;2;4;2;1;60
14089;178;5;4;2;5;2;2;30
14090;335;5;4;2;5;3;1;60
14092;894;3;3;2;2;4;1;90
14093;894;4;2;2;2;4;1;90
14095;216;7;2;1;1;2;1;30
14099;480;6;4;2;7;3;1;60
14101;880;6;2;2;2;4;1;90
14102;437;2;2;1;4;2;2;120
14103;98;7;2;2;13;3;1;30
14104;260;2;4;1;1;4;1;60
14106;100;2;2;1;11;4;1;60
14109;291;5;2;2;5;2;1;30
14110;617;6;2;1;7;4;2;60
14111;1608;3;3;1;13;3;1;90
14112;1608;4;2;1;13;3;1;90
14115;511;5;4;2;8;2;1;90
14116;200;7;2;1;8;2;1;60
14119;1079;6;3;2;11;3;2;60
14123;427;5;2;2;13;2;1;60
14125;1292;5;3;2;13;3;2;30
14129;294;2;2;1;9;2;2;60
14131;1002;6;2;1;2;3;2;60
14133;433;6;2;2;10;2;1;60
14135;1072;6;3;2;2;3;1;180
14136;292;4;2;2;8;3;1;120
14138;459;4;4;1;2;3;1;120
14139;704;6;3;2;11;3;2;60
14141;113;7;2;1;13;3;1;30
14143;682;6;2;2;8;2;1;120
14144;1156;3;4;2;13;3;1;90
14145;1156;4;2;2;13;3;1;90
14148;2409;3;3;1;2;4;2;90
14149;2409;6;2;1;2;4;2;90
14151;651;6;2;2;2;4;1;120
14154;403;4;3;2;1;2;1;120
14155;929;6;2;1;8;3;1;120
14156;497;6;2;2;10;3;1;120
14158;399;3;4;2;11;4;1;60
14159;399;6;2;2;11;4;1;60
14160;147;2;3;1;5;3;1;120
14162;36;2;2;1;1;3;1;60
14163;880;6;4;2;7;3;1;60
14164;745;3;3;2;8;3;2;60
14165;745;5;3;2;8;3;2;60
14167;104;7;2;1;11;3;2;30
14168;170;2;3;1;1;2;1;60
14169;400;4;3;1;5;3;1;60
14171;800;3;3;2;13;3;1;90
14172;800;4;2;2;13;3;1;90
14173;122;7;2;2;1;2;2;30
14174;485;6;2;2;4;2;1;120
14176;145;2;4;1;6;3;1;120
14178;421;4;3;2;13;3;1;120
14179;113;7;3;1;4;2;2;30
14180;50;2;2;1;11;3;1;60
14181;460;5;4;2;10;2;1;60
14185;986;3;4;2;12;3;2;30
14186;941;4;4;2;3;3;1;60
14192;250;7;2;1;5;3;1;30
14195;726;2;2;1;8;3;2;60
14196;177;7;2;1;1;3;2;30
14198;45;2;2;1;9;2;2;60
14201;992;4;2;1;10;2;1;90
14204;1115;6;2;2;7;4;1;180
14205;195;7;2;2;8;2;2;30
14206;1182;6;2;2;2;4;2;60
14208;99;2;3;1;9;3;1;120
14209;716;6;2;1;5;3;1;60
14212;255;2;4;1;10;2;1;60
14213;190;7;2;1;10;3;1;30
14215;455;5;2;1;8;3;1;60
14217;686;6;2;2;13;3;2;60
14219;394;3;4;1;2;4;1;90
14221;337;4;2;2;10;2;1;120
14223;248;2;2;1;6;3;1;120
14224;165;7;3;1;11;2;2;60
14225;1129;6;2;1;7;4;2;60
14226;67;2;4;1;5;3;1;60
14229;284;2;4;1;1;3;1;60
14230;557;6;2;2;5;3;1;60
14231;189;3;4;2;4;2;1;30
14232;75;7;3;1;4;3;1;30
14233;200;2;2;1;10;3;1;60
14235;456;5;3;2;2;3;2;30
14237;593;2;2;1;4;3;2;120
14239;779;5;2;2;2;3;1;60
14240;109;2;2;1;5;3;1;120
14241;51;7;2;2;1;3;1;30
14242;276;2;4;1;2;4;2;60
14243;160;7;2;1;1;2;1;30
14244;1182;6;4;1;7;4;1;120
14245;182;3;3;1;1;3;1;60
14246;705;6;2;2;9;2;2;120
14247;1038;2;3;1;2;4;2;75
14248;267;4;2;1;8;2;1;90
14249;610;4;2;2;4;3;1;60
14253;333;4;2;2;12;3;1;60
14254;301;3;4;1;1;3;2;90
14257;291;5;2;2;4;4;2;30
14258;24;2;2;1;8;3;1;120
14261;445;7;3;2;4;2;2;30
14262;515;2;4;1;12;2;2;60
14263;515;7;2;1;12;2;2;30
14265;108;7;2;1;10;2;1;60
14266;137;2;2;2;9;2;1;60
14267;97;2;2;1;9;2;1;60
14268;275;2;2;1;9;3;2;60
14270;365;2;2;1;9;2;1;60
14271;251;2;2;1;9;2;1;60
14274;77;7;2;2;10;2;1;30
14276;159;2;4;1;1;3;1;60
14277;1710;3;3;1;3;2;1;90
14278;1710;6;2;1;3;2;1;90
14279;358;2;2;1;9;2;2;60
14280;91;2;2;1;9;2;2;60
14282;204;7;2;1;4;2;2;30
14283;91;2;2;2;4;3;1;60
14284;96;7;2;2;8;3;2;30
14288;93;2;4;1;11;3;1;60
14291;1185;2;4;2;5;2;2;60
14292;149;2;2;1;1;2;1;60
14293;491;2;2;1;8;4;1;120
14294;115;7;2;1;5;3;2;30
14295;365;2;2;1;5;3;2;120
14297;17;2;4;1;13;3;1;60
14302;154;2;3;1;11;2;2;90
14305;1174;4;2;2;3;3;1;90
14306;296;2;2;2;6;3;1;60
14307;420;2;3;1;12;4;1;120
14308;414;2;2;1;2;2;1;60
14309;129;7;3;1;5;3;1;30
14310;726;6;2;2;9;3;1;60
14311;320;6;2;2;7;2;1;60
14312;255;6;3;2;9;4;2;60
14313;829;3;3;2;1;3;1;60
14314;829;5;2;2;1;3;1;60
14316;168;5;2;2;13;2;1;120
14317;526;4;4;2;2;4;2;60
14319;567;4;2;1;13;4;1;90
14322;232;7;2;2;4;2;1;30
14326;1117;6;2;2;10;2;2;120
14329;238;7;3;2;7;2;1;30
14330;273;2;4;1;12;3;1;60
14331;220;2;4;1;4;4;1;60
14332;220;7;2;1;4;4;1;30
14333;170;7;2;1;11;2;2;30
14334;550;6;3;2;5;2;2;90
14337;598;6;2;1;4;4;2;60
14338;604;4;2;2;12;2;1;60
14341;286;5;2;2;8;3;1;60
14344;622;6;2;2;12;4;2;90
14348;334;6;3;2;9;2;1;60
14349;567;6;3;2;3;2;1;60
14350;321;6;2;2;13;2;1;60
14354;1081;3;3;2;11;3;2;90
14355;1081;6;2;2;11;3;2;90
14358;546;3;3;2;2;3;1;90
14359;546;4;2;2;2;3;1;90
14365;325;3;4;2;2;3;1;60
14366;325;5;2;2;2;3;1;30
14368;318;2;2;1;7;3;1;120
14371;426;6;2;2;1;3;1;60
14372;1250;4;3;2;11;2;1;120
14376;791;5;2;2;2;2;1;30
14377;477;4;2;1;2;3;1;60
14378;76;7;2;1;4;3;1;30
14380;415;5;2;2;1;4;1;60
14381;160;4;2;2;1;3;1;60
14383;208;2;3;1;12;2;1;60
14385;240;7;3;1;5;3;1;30
14386;1479;6;4;2;13;2;1;60
14387;1272;6;2;1;2;4;2;60
14388;254;7;2;1;5;2;1;30
14390;138;7;2;1;3;2;2;30
14392;721;6;4;1;5;2;2;60
14394;346;4;2;1;2;2;1;60
14396;491;7;4;1;1;2;2;30
14405;184;3;4;1;4;3;2;30
14408;87;7;2;1;13;2;1;30
14411;525;4;4;2;4;2;1;60
14412;525;7;2;2;4;2;1;30
14413;122;4;2;2;2;3;1;60
14415;200;2;2;2;9;2;1;60
14417;851;6;4;2;13;3;1;60
14418;164;7;2;2;1;2;1;30
14424;159;2;3;1;2;4;1;60
14426;181;7;3;1;1;2;1;30
14427;1075;6;2;2;9;2;2;60
14428;200;7;2;2;4;2;1;30
14430;588;4;2;2;2;4;1;60
14436;587;5;2;2;8;2;1;30
14441;778;3;3;2;6;3;1;60
14442;778;5;2;2;6;3;1;60
14443;80;2;2;1;1;4;1;60
14444;443;6;2;2;2;3;1;90
14445;347;3;4;1;6;3;1;120
14447;63;2;3;1;1;1;1;60
14448;970;6;4;2;6;3;1;90
14451;555;6;4;2;9;3;2;90
14453;120;2;2;1;4;3;1;60
14455;568;2;2;1;2;2;2;60
14456;223;7;2;2;11;3;2;30
14457;102;7;3;2;5;3;1;30
14458;380;4;4;2;5;3;1;120
14459;204;2;2;1;11;3;1;60
14460;908;6;2;2;8;3;2;150
14461;134;7;2;1;8;3;2;30
14463;361;4;2;1;13;4;1;60
14464;112;2;2;2;2;3;2;60
14466;933;3;4;1;2;4;2;60
14469;874;3;3;2;8;3;1;60
14470;874;5;2;2;8;3;1;60
14472;53;7;2;1;10;2;1;30
14475;117;2;2;1;8;2;1;60
14476;233;2;2;1;6;3;2;60
14477;527;2;2;1;7;3;2;60
14481;2234;4;2;2;4;3;2;60
14482;109;2;2;1;2;3;2;120
14483;170;7;2;1;10;3;2;30
14484;905;2;2;1;3;3;2;60
14485;250;2;4;1;6;4;1;120
14487;431;4;2;1;3;2;1;120
14489;943;2;2;1;9;3;2;60
14490;541;6;2;2;1;3;1;120
14492;532;3;4;2;3;3;1;30
14493;532;5;2;2;3;3;1;30
14498;208;4;4;2;10;3;1;60
14499;1081;6;2;2;7;3;2;60
14500;358;2;2;2;12;2;1;60
14501;678;6;2;1;7;3;1;120
14502;289;5;2;1;9;4;1;120
14503;298;2;2;1;1;3;1;60
14504;1071;6;2;2;4;4;1;60
14505;153;2;2;2;2;2;2;60
14506;87;4;2;2;8;3;1;60
14508;230;2;3;1;8;3;2;60
14509;140;7;3;1;13;2;1;30
14510;71;2;3;1;10;3;1;60
14512;179;7;2;2;4;3;1;30
14514;1232;5;2;2;10;2;2;60
14515;221;2;4;1;6;2;1;60
14516;611;6;2;2;7;3;2;90
14518;473;5;3;1;2;4;1;60
14519;457;2;3;2;10;4;2;180
14525;341;7;2;1;5;2;2;30
14530;406;4;2;1;4;4;2;60
14532;407;6;2;2;8;4;2;120
14533;622;4;2;2;7;2;2;120
14534;381;3;3;2;8;3;1;60
14535;381;5;2;2;8;3;1;60
14537;305;7;3;1;10;2;1;30
14538;233;2;2;1;10;3;1;120
14539;218;4;2;2;10;3;1;60
14542;227;7;3;2;4;3;2;30
14545;560;4;3;2;8;4;2;60
14547;1248;6;2;2;8;2;2;180
14548;550;6;2;2;7;3;1;120
14549;492;2;3;1;7;2;1;120
14550;334;4;2;1;8;3;1;60
14551;377;2;2;1;6;3;1;60
14552;1482;6;2;2;4;2;1;60
14553;582;3;4;2;7;3;2;60
14554;582;6;2;2;7;3;2;90
14557;684;2;4;1;4;3;1;60
14558;445;4;2;2;2;3;1;60
14561;328;3;3;2;3;2;1;60
14563;310;5;2;2;3;2;1;60
14564;612;6;2;2;12;2;1;120
14565;241;4;3;2;2;3;1;120
14566;566;5;4;1;11;2;1;60
14569;573;5;2;2;3;3;1;60
14571;178;7;4;1;1;2;2;30
14575;260;2;2;1;10;2;1;60
14577;171;2;2;2;11;3;1;60
14582;616;4;2;2;7;4;1;120
14583;147;2;2;1;8;3;2;60
14587;149;7;2;1;13;3;2;30
14589;615;6;2;2;3;2;1;60
14591;420;6;2;2;1;3;1;60
14594;321;4;3;2;7;3;1;120
14596;631;4;2;2;1;2;1;90
14597;209;3;3;1;8;4;1;30
14600;521;5;2;2;7;3;1;30
14601;576;4;2;2;2;4;1;60
14602;669;6;2;2;11;3;1;60
14605;632;6;2;2;11;3;1;120
14606;209;2;2;1;9;3;2;120
14608;918;4;4;1;11;3;1;120
14609;972;4;2;1;2;3;1;60
14611;488;6;2;2;1;3;1;120
14612;523;4;4;2;10;3;1;60
14613;342;2;4;1;2;4;1;60
14615;158;5;2;2;1;2;1;60
14617;880;6;3;2;13;2;1;60
14618;461;6;2;1;1;3;1;60
14619;641;6;2;2;1;3;1;60
14621;331;4;2;2;1;2;1;120
14626;563;6;2;2;6;3;1;60
14628;1682;3;4;1;10;4;2;60
14630;833;4;2;1;6;4;2;90
14632;92;2;2;1;6;3;1;60
14635;397;5;2;2;13;2;2;60
14636;635;3;4;1;1;2;1;90
14637;635;4;2;1;1;2;1;90
14639;218;3;3;2;6;4;1;60
14640;411;2;2;2;8;2;1;60
14643;708;6;2;1;2;4;1;60
14644;1159;6;4;1;1;3;2;60
14650;375;5;2;2;2;2;1;60
14652;536;4;3;1;12;2;1;120
14654;1857;6;2;2;4;3;1;60
14655;348;6;2;2;13;4;1;120
14656;2400;3;3;2;9;3;2;120
14657;2400;6;2;2;9;3;2;120
14659;238;3;4;2;2;4;1;90
14660;819;6;4;2;5;4;2;60
14664;867;4;4;2;2;4;3;60
14665;122;7;4;1;8;2;1;30
14666;880;4;3;1;11;2;1;60
14667;1450;6;2;1;1;3;1;90
14668;269;7;3;1;8;2;2;30
14669;282;2;2;1;4;3;1;60
14670;149;7;3;1;12;2;2;30
14671;372;7;2;1;1;3;1;30
14680;90;7;2;1;1;4;2;30
14681;428;2;4;1;11;2;2;60
14682;428;7;2;1;11;2;2;30
14683;839;6;2;2;6;4;2;60
14685;125;2;3;1;6;2;1;120
14688;1033;6;2;2;4;3;1;60
14691;407;3;4;2;13;4;1;120
14697;421;3;3;2;2;3;1;60
14699;436;5;2;2;4;4;1;30
14701;1699;3;4;2;7;3;1;60
14702;1699;6;2;2;7;3;1;60
14703;124;7;2;1;3;2;1;30
14704;674;4;4;2;5;3;1;60
14705;108;7;2;1;8;2;2;30
14709;284;4;2;2;7;4;1;60
14710;672;2;3;1;1;2;2;60
14711;391;3;3;2;8;3;1;90
14715;742;5;3;2;8;3;1;120
14717;200;2;2;1;10;2;2;60
14718;282;5;2;2;3;4;1;60
14719;199;2;2;1;10;3;1;60
14721;716;6;2;2;13;2;1;60
14723;131;7;3;1;1;3;1;30
14724;388;7;2;1;1;2;2;30
14729;589;2;2;1;2;4;1;60
14730;55;2;2;1;2;4;1;60
14731;132;2;2;1;2;4;1;60
14732;171;2;2;1;2;3;1;60
14737;2170;3;4;2;7;4;2;120
14738;2170;4;3;2;7;4;2;60
14740;63;2;2;1;2;3;1;60
14742;71;2;2;2;2;3;1;60
14744;1287;6;2;1;13;4;2;60
14747;115;7;2;2;8;2;1;30
14748;796;6;2;2;4;2;2;60
14749;265;7;2;1;13;3;2;30
14750;605;4;2;1;5;3;1;60
14752;799;3;4;2;7;2;1;60
14753;799;4;2;2;7;2;1;60
14755;323;6;2;2;5;3;1;150
14756;124;7;2;2;3;1;1;30
14758;1287;3;4;2;12;3;3;90
14759;1287;4;2;2;12;3;3;60
14760;358;5;2;2;2;4;1;60
14761;491;2;2;1;13;3;2;60
14762;361;3;4;2;8;3;1;60
14763;193;7;2;1;13;3;1;30
14764;843;6;3;2;12;2;2;60
14765;796;6;2;2;7;4;2;60
14766;1157;3;3;2;5;3;2;120
14767;1157;6;2;2;5;3;2;120
14769;35;7;3;1;13;2;1;30
14772;194;5;2;2;1;2;1;60
14774;509;6;2;1;11;2;2;60
14775;305;5;2;2;3;3;1;120
14776;397;4;4;2;3;2;1;60
14777;971;4;2;1;13;3;1;120
14781;1426;5;3;2;2;4;1;90
14782;653;6;2;2;11;2;1;60
14783;495;6;2;2;3;3;1;120
14784;268;2;2;1;10;4;1;60
14786;398;6;2;2;8;2;1;90
14788;400;6;3;2;7;2;1;60
14789;366;6;3;2;13;3;1;60
14790;763;5;4;2;8;3;2;60
14791;599;6;2;2;9;3;1;120
14792;511;3;4;2;8;3;1;60
14793;511;4;2;2;8;3;1;60
14798;179;7;4;1;8;2;2;90
14799;1274;6;2;2;3;2;1;90
14801;589;6;2;2;2;4;1;60
14802;358;4;3;2;12;2;2;60
14804;242;7;2;2;8;4;2;30
14805;259;2;2;1;13;2;2;60
14806;308;5;4;1;2;4;1;60
14808;351;2;4;1;1;3;1;60
14814;333;2;4;1;3;3;1;60
14815;333;7;2;1;3;3;1;30
14816;476;2;3;1;4;2;2;60
14818;130;2;2;1;6;3;2;60
14819;958;5;2;2;9;2;2;60
14823;382;5;2;2;5;3;1;60
14824;605;4;3;1;11;2;1;60
14829;325;2;4;1;10;3;1;60
